country,date,movility_reduction,deaths,pop
Chile,2020-03-14,3.0,0,17819054
Chile,2020-03-15,6.0,0,17819054
Chile,2020-03-16,7.0,0,17819054
Chile,2020-03-17,11.0,0,17819054
Chile,2020-03-18,14.0,0,17819054
Chile,2020-03-19,19.0,0,17819054
Chile,2020-03-20,23.0,0,17819054
Chile,2020-03-21,22.0,0,17819054
Chile,2020-03-22,22.0,1,17819054
Chile,2020-03-23,24.0,2,17819054
Chile,2020-03-24,25.0,2,17819054
Chile,2020-03-25,26.0,3,17819054
Chile,2020-03-26,25.0,4,17819054
Chile,2020-03-27,31.0,5,17819054
Chile,2020-03-28,25.0,6,17819054
Chile,2020-03-29,24.0,7,17819054
Chile,2020-03-30,26.0,8,17819054
Chile,2020-03-31,25.0,12,17819054
Chile,2020-04-01,26.0,16,17819054
Chile,2020-04-02,27.0,18,17819054
Chile,2020-04-03,29.0,22,17819054
Chile,2020-04-04,23.0,27,17819054
Chile,2020-04-05,20.0,34,17819054
Chile,2020-04-06,24.0,37,17819054
Chile,2020-04-07,23.0,43,17819054
Chile,2020-04-08,24.0,48,17819054
Chile,2020-04-09,23.0,57,17819054
Chile,2020-04-10,38.0,65,17819054
Chile,2020-04-11,26.0,73,17819054
Chile,2020-04-12,21.0,80,17819054
Chile,2020-04-13,24.0,82,17819054
Chile,2020-04-14,23.0,92,17819054
Chile,2020-04-15,24.0,94,17819054
Chile,2020-04-16,25.0,105,17819054
Chile,2020-04-17,28.0,116,17819054
Chile,2020-04-18,21.0,126,17819054
Chile,2020-04-19,20.0,133,17819054
Chile,2020-04-20,22.0,139,17819054
Chile,2020-04-21,22.0,147,17819054
Chile,2020-04-22,22.0,160,17819054
Chile,2020-04-23,24.0,168,17819054
Chile,2020-04-24,26.0,174,17819054
Chile,2020-04-25,21.0,181,17819054
Chile,2020-04-26,19.0,189,17819054
Chile,2020-04-27,23.0,198,17819054
Chile,2020-04-28,16.0,207,17819054
Chile,2020-04-29,22.0,216,17819054
Chile,2020-04-30,19.0,227,17819054
Chile,2020-05-01,36.0,234,17819054
Chile,2020-05-02,20.0,247,17819054
Cameroon,2020-02-15,1.0,0,20386799
Cameroon,2020-02-16,0.0,0,20386799
Cameroon,2020-02-17,1.0,0,20386799
Cameroon,2020-02-18,1.0,0,20386799
Cameroon,2020-02-19,1.0,0,20386799
Cameroon,2020-02-20,1.0,0,20386799
Cameroon,2020-02-21,1.0,0,20386799
Cameroon,2020-02-22,1.0,0,20386799
Cameroon,2020-02-23,1.0,0,20386799
Cameroon,2020-02-24,0.0,0,20386799
Cameroon,2020-02-25,0.0,0,20386799
Cameroon,2020-02-26,0.0,0,20386799
Cameroon,2020-02-27,1.0,0,20386799
Cameroon,2020-02-28,1.0,0,20386799
Cameroon,2020-02-29,0.0,0,20386799
Cameroon,2020-03-01,0.0,0,20386799
Cameroon,2020-03-02,0.0,0,20386799
Cameroon,2020-03-03,0.0,0,20386799
Cameroon,2020-03-04,0.0,0,20386799
Cameroon,2020-03-05,0.0,0,20386799
Cameroon,2020-03-06,0.0,0,20386799
Cameroon,2020-03-07,0.0,0,20386799
Cameroon,2020-03-08,-1.0,0,20386799
Cameroon,2020-03-09,-1.0,0,20386799
Cameroon,2020-03-10,-1.0,0,20386799
Cameroon,2020-03-11,0.0,0,20386799
Cameroon,2020-03-12,0.0,0,20386799
Cameroon,2020-03-13,-1.0,0,20386799
Cameroon,2020-03-14,-1.0,0,20386799
Cameroon,2020-03-15,0.0,0,20386799
Cameroon,2020-03-16,-1.0,0,20386799
Cameroon,2020-03-17,-1.0,0,20386799
Cameroon,2020-03-18,4.0,0,20386799
Cameroon,2020-03-19,5.0,0,20386799
Cameroon,2020-03-20,7.0,0,20386799
Cameroon,2020-03-21,7.0,0,20386799
Cameroon,2020-03-22,8.0,0,20386799
Cameroon,2020-03-23,7.0,0,20386799
Cameroon,2020-03-24,10.0,0,20386799
Cameroon,2020-03-25,8.0,1,20386799
Cameroon,2020-03-26,9.0,1,20386799
Cameroon,2020-03-27,10.0,2,20386799
Cameroon,2020-03-28,9.0,2,20386799
Cameroon,2020-03-29,9.0,6,20386799
Cameroon,2020-03-30,8.0,6,20386799
Cameroon,2020-03-31,9.0,6,20386799
Cameroon,2020-04-01,11.0,6,20386799
Cameroon,2020-04-02,11.0,7,20386799
Cameroon,2020-04-03,12.0,8,20386799
Cameroon,2020-04-04,11.0,9,20386799
Cameroon,2020-04-05,10.0,9,20386799
Cameroon,2020-04-06,10.0,9,20386799
Cameroon,2020-04-07,10.0,9,20386799
Cameroon,2020-04-08,12.0,10,20386799
Cameroon,2020-04-09,12.0,10,20386799
Cameroon,2020-04-10,17.0,12,20386799
Cameroon,2020-04-11,14.0,12,20386799
Cameroon,2020-04-12,11.0,12,20386799
Cameroon,2020-04-13,11.0,12,20386799
Cameroon,2020-04-14,12.0,14,20386799
Cameroon,2020-04-15,12.0,17,20386799
Cameroon,2020-04-16,12.0,22,20386799
Cameroon,2020-04-17,12.0,22,20386799
Cameroon,2020-04-18,11.0,22,20386799
Cameroon,2020-04-19,10.0,42,20386799
Cameroon,2020-04-20,10.0,42,20386799
Cameroon,2020-04-21,9.0,43,20386799
Cameroon,2020-04-22,12.0,43,20386799
Cameroon,2020-04-23,13.0,43,20386799
Cameroon,2020-04-24,13.0,43,20386799
Cameroon,2020-04-25,12.0,53,20386799
Cameroon,2020-04-26,10.0,56,20386799
Cameroon,2020-04-27,11.0,58,20386799
Cameroon,2020-04-28,10.0,58,20386799
Cameroon,2020-04-29,12.0,61,20386799
Cameroon,2020-04-30,9.0,61,20386799
Cameroon,2020-05-01,12.0,61,20386799
Cameroon,2020-05-02,10.0,64,20386799
Colombia,2020-02-15,1.0,0,47907800
Colombia,2020-02-16,2.0,0,47907800
Colombia,2020-02-17,-1.0,0,47907800
Colombia,2020-02-18,-1.0,0,47907800
Colombia,2020-02-19,-2.0,0,47907800
Colombia,2020-02-20,-1.0,0,47907800
Colombia,2020-02-21,-1.0,0,47907800
Colombia,2020-02-22,0.0,0,47907800
Colombia,2020-02-23,2.0,0,47907800
Colombia,2020-02-24,0.0,0,47907800
Colombia,2020-02-25,0.0,0,47907800
Colombia,2020-02-26,-2.0,0,47907800
Colombia,2020-02-27,-2.0,0,47907800
Colombia,2020-02-28,-3.0,0,47907800
Colombia,2020-02-29,-1.0,0,47907800
Colombia,2020-03-01,1.0,0,47907800
Colombia,2020-03-02,-2.0,0,47907800
Colombia,2020-03-03,-2.0,0,47907800
Colombia,2020-03-04,-2.0,0,47907800
Colombia,2020-03-05,-2.0,0,47907800
Colombia,2020-03-06,-3.0,0,47907800
Colombia,2020-03-07,0.0,0,47907800
Colombia,2020-03-08,1.0,0,47907800
Colombia,2020-03-09,-1.0,0,47907800
Colombia,2020-03-10,-1.0,0,47907800
Colombia,2020-03-11,-2.0,0,47907800
Colombia,2020-03-12,-1.0,0,47907800
Colombia,2020-03-13,-1.0,0,47907800
Colombia,2020-03-14,1.0,0,47907800
Colombia,2020-03-15,4.0,0,47907800
Colombia,2020-03-16,5.0,0,47907800
Colombia,2020-03-17,9.0,0,47907800
Colombia,2020-03-18,11.0,0,47907800
Colombia,2020-03-19,11.0,0,47907800
Colombia,2020-03-20,25.0,0,47907800
Colombia,2020-03-21,30.0,0,47907800
Colombia,2020-03-22,25.0,2,47907800
Colombia,2020-03-23,37.0,3,47907800
Colombia,2020-03-24,28.0,3,47907800
Colombia,2020-03-25,35.0,4,47907800
Colombia,2020-03-26,35.0,6,47907800
Colombia,2020-03-27,38.0,6,47907800
Colombia,2020-03-28,31.0,6,47907800
Colombia,2020-03-29,26.0,10,47907800
Colombia,2020-03-30,34.0,12,47907800
Colombia,2020-03-31,34.0,16,47907800
Colombia,2020-04-01,33.0,17,47907800
Colombia,2020-04-02,34.0,19,47907800
Colombia,2020-04-03,36.0,25,47907800
Colombia,2020-04-04,31.0,32,47907800
Colombia,2020-04-05,26.0,35,47907800
Colombia,2020-04-06,34.0,46,47907800
Colombia,2020-04-07,33.0,50,47907800
Colombia,2020-04-08,32.0,54,47907800
Colombia,2020-04-09,38.0,69,47907800
Colombia,2020-04-10,42.0,80,47907800
Colombia,2020-04-11,32.0,100,47907800
Colombia,2020-04-12,26.0,109,47907800
Colombia,2020-04-13,33.0,112,47907800
Colombia,2020-04-14,33.0,127,47907800
Colombia,2020-04-15,32.0,131,47907800
Colombia,2020-04-16,33.0,144,47907800
Colombia,2020-04-17,35.0,153,47907800
Colombia,2020-04-18,30.0,153,47907800
Colombia,2020-04-19,25.0,179,47907800
Colombia,2020-04-20,32.0,189,47907800
Colombia,2020-04-21,32.0,196,47907800
Colombia,2020-04-22,32.0,206,47907800
Colombia,2020-04-23,32.0,215,47907800
Colombia,2020-04-24,34.0,225,47907800
Colombia,2020-04-25,29.0,233,47907800
Colombia,2020-04-26,24.0,244,47907800
Colombia,2020-04-27,30.0,253,47907800
Colombia,2020-04-28,26.0,269,47907800
Colombia,2020-04-29,29.0,278,47907800
Colombia,2020-04-30,28.0,293,47907800
Colombia,2020-05-01,36.0,314,47907800
Colombia,2020-05-02,27.0,324,47907800
Costa Rica,2020-02-15,0.0,0,4713168
Costa Rica,2020-02-16,1.0,0,4713168
Costa Rica,2020-02-17,-3.0,0,4713168
Costa Rica,2020-02-18,-3.0,0,4713168
Costa Rica,2020-02-19,-2.0,0,4713168
Costa Rica,2020-02-20,-2.0,0,4713168
Costa Rica,2020-02-21,-2.0,0,4713168
Costa Rica,2020-02-22,1.0,0,4713168
Costa Rica,2020-02-23,2.0,0,4713168
Costa Rica,2020-02-24,-2.0,0,4713168
Costa Rica,2020-02-25,-2.0,0,4713168
Costa Rica,2020-02-26,-2.0,0,4713168
Costa Rica,2020-02-27,-2.0,0,4713168
Costa Rica,2020-02-28,-3.0,0,4713168
Costa Rica,2020-02-29,0.0,0,4713168
Costa Rica,2020-03-01,1.0,0,4713168
Costa Rica,2020-03-02,-3.0,0,4713168
Costa Rica,2020-03-03,-3.0,0,4713168
Costa Rica,2020-03-04,-3.0,0,4713168
Costa Rica,2020-03-05,-2.0,0,4713168
Costa Rica,2020-03-06,-2.0,0,4713168
Costa Rica,2020-03-07,2.0,0,4713168
Costa Rica,2020-03-08,2.0,0,4713168
Costa Rica,2020-03-09,-2.0,0,4713168
Costa Rica,2020-03-10,-1.0,0,4713168
Costa Rica,2020-03-11,0.0,0,4713168
Costa Rica,2020-03-12,2.0,0,4713168
Costa Rica,2020-03-13,1.0,0,4713168
Costa Rica,2020-03-14,4.0,0,4713168
Costa Rica,2020-03-15,6.0,0,4713168
Costa Rica,2020-03-16,3.0,0,4713168
Costa Rica,2020-03-17,9.0,0,4713168
Costa Rica,2020-03-18,12.0,0,4713168
Costa Rica,2020-03-19,16.0,1,4713168
Costa Rica,2020-03-20,18.0,1,4713168
Costa Rica,2020-03-21,20.0,2,4713168
Costa Rica,2020-03-22,20.0,2,4713168
Costa Rica,2020-03-23,19.0,2,4713168
Costa Rica,2020-03-24,20.0,2,4713168
Costa Rica,2020-03-25,21.0,2,4713168
Costa Rica,2020-03-26,22.0,2,4713168
Costa Rica,2020-03-27,22.0,2,4713168
Costa Rica,2020-03-28,22.0,2,4713168
Costa Rica,2020-03-29,21.0,2,4713168
Costa Rica,2020-03-30,19.0,2,4713168
Costa Rica,2020-03-31,19.0,2,4713168
Costa Rica,2020-04-01,20.0,2,4713168
Costa Rica,2020-04-02,21.0,2,4713168
Costa Rica,2020-04-03,23.0,2,4713168
Costa Rica,2020-04-04,25.0,2,4713168
Costa Rica,2020-04-05,21.0,2,4713168
Costa Rica,2020-04-06,25.0,2,4713168
Costa Rica,2020-04-07,24.0,2,4713168
Costa Rica,2020-04-08,31.0,3,4713168
Costa Rica,2020-04-09,37.0,3,4713168
Costa Rica,2020-04-10,40.0,3,4713168
Costa Rica,2020-04-11,31.0,3,4713168
Costa Rica,2020-04-12,25.0,3,4713168
Costa Rica,2020-04-13,18.0,3,4713168
Costa Rica,2020-04-14,19.0,3,4713168
Costa Rica,2020-04-15,20.0,4,4713168
Costa Rica,2020-04-16,21.0,4,4713168
Costa Rica,2020-04-17,22.0,4,4713168
Costa Rica,2020-04-18,24.0,4,4713168
Costa Rica,2020-04-19,22.0,5,4713168
Costa Rica,2020-04-20,18.0,6,4713168
Costa Rica,2020-04-21,18.0,6,4713168
Costa Rica,2020-04-22,19.0,6,4713168
Costa Rica,2020-04-23,21.0,6,4713168
Costa Rica,2020-04-24,21.0,6,4713168
Costa Rica,2020-04-25,22.0,6,4713168
Costa Rica,2020-04-26,20.0,6,4713168
Costa Rica,2020-04-27,18.0,6,4713168
Costa Rica,2020-04-28,13.0,6,4713168
Costa Rica,2020-04-29,19.0,6,4713168
Costa Rica,2020-04-30,18.0,6,4713168
Costa Rica,2020-05-01,25.0,6,4713168
Costa Rica,2020-05-02,21.0,6,4713168
Germany,2020-02-15,-1.0,0,80783000
Germany,2020-02-16,0.0,0,80783000
Germany,2020-02-17,0.0,0,80783000
Germany,2020-02-18,1.0,0,80783000
Germany,2020-02-19,1.0,0,80783000
Germany,2020-02-20,1.0,0,80783000
Germany,2020-02-21,2.0,0,80783000
Germany,2020-02-22,0.0,0,80783000
Germany,2020-02-23,0.0,0,80783000
Germany,2020-02-24,4.0,0,80783000
Germany,2020-02-25,4.0,0,80783000
Germany,2020-02-26,2.0,0,80783000
Germany,2020-02-27,2.0,0,80783000
Germany,2020-02-28,2.0,0,80783000
Germany,2020-02-29,1.0,0,80783000
Germany,2020-03-01,0.0,0,80783000
Germany,2020-03-02,0.0,0,80783000
Germany,2020-03-03,1.0,0,80783000
Germany,2020-03-04,1.0,0,80783000
Germany,2020-03-05,1.0,0,80783000
Germany,2020-03-06,2.0,0,80783000
Germany,2020-03-07,1.0,0,80783000
Germany,2020-03-08,0.0,0,80783000
Germany,2020-03-09,1.0,2,80783000
Germany,2020-03-10,3.0,2,80783000
Germany,2020-03-11,2.0,3,80783000
Germany,2020-03-12,2.0,3,80783000
Germany,2020-03-13,4.0,7,80783000
Germany,2020-03-14,4.0,9,80783000
Germany,2020-03-15,2.0,11,80783000
Germany,2020-03-16,6.0,17,80783000
Germany,2020-03-17,10.0,24,80783000
Germany,2020-03-18,11.0,28,80783000
Germany,2020-03-19,14.0,44,80783000
Germany,2020-03-20,16.0,67,80783000
Germany,2020-03-21,13.0,84,80783000
Germany,2020-03-22,10.0,94,80783000
Germany,2020-03-23,16.0,123,80783000
Germany,2020-03-24,18.0,157,80783000
Germany,2020-03-25,18.0,206,80783000
Germany,2020-03-26,18.0,267,80783000
Germany,2020-03-27,19.0,342,80783000
Germany,2020-03-28,12.0,433,80783000
Germany,2020-03-29,11.0,533,80783000
Germany,2020-03-30,17.0,645,80783000
Germany,2020-03-31,17.0,775,80783000
Germany,2020-04-01,17.0,920,80783000
Germany,2020-04-02,17.0,1107,80783000
Germany,2020-04-03,19.0,1275,80783000
Germany,2020-04-04,12.0,1444,80783000
Germany,2020-04-05,8.0,1584,80783000
Germany,2020-04-06,15.0,1810,80783000
Germany,2020-04-07,16.0,2016,80783000
Germany,2020-04-08,15.0,2349,80783000
Germany,2020-04-09,15.0,2607,80783000
Germany,2020-04-10,29.0,2767,80783000
Germany,2020-04-11,10.0,2736,80783000
Germany,2020-04-12,6.0,3022,80783000
Germany,2020-04-13,28.0,3194,80783000
Germany,2020-04-14,17.0,3294,80783000
Germany,2020-04-15,16.0,3804,80783000
Germany,2020-04-16,16.0,4052,80783000
Germany,2020-04-17,16.0,4352,80783000
Germany,2020-04-18,10.0,4459,80783000
Germany,2020-04-19,7.0,4586,80783000
Germany,2020-04-20,13.0,4862,80783000
Germany,2020-04-21,14.0,5033,80783000
Germany,2020-04-22,13.0,5279,80783000
Germany,2020-04-23,13.0,5575,80783000
Germany,2020-04-24,14.0,5760,80783000
Germany,2020-04-25,9.0,5877,80783000
Germany,2020-04-26,6.0,5976,80783000
Germany,2020-04-27,12.0,6126,80783000
Germany,2020-04-28,13.0,6314,80783000
Germany,2020-04-29,13.0,6467,80783000
Germany,2020-04-30,12.0,6623,80783000
Germany,2020-05-01,28.0,6736,80783000
Germany,2020-05-02,9.0,6812,80783000
Denmark,2020-02-15,0.0,0,5655750
Denmark,2020-02-16,1.0,0,5655750
Denmark,2020-02-17,1.0,0,5655750
Denmark,2020-02-18,1.0,0,5655750
Denmark,2020-02-19,1.0,0,5655750
Denmark,2020-02-20,1.0,0,5655750
Denmark,2020-02-21,1.0,0,5655750
Denmark,2020-02-22,1.0,0,5655750
Denmark,2020-02-23,0.0,0,5655750
Denmark,2020-02-24,0.0,0,5655750
Denmark,2020-02-25,1.0,0,5655750
Denmark,2020-02-26,1.0,0,5655750
Denmark,2020-02-27,0.0,0,5655750
Denmark,2020-02-28,-1.0,0,5655750
Denmark,2020-02-29,0.0,0,5655750
Denmark,2020-03-01,0.0,0,5655750
Denmark,2020-03-02,0.0,0,5655750
Denmark,2020-03-03,0.0,0,5655750
Denmark,2020-03-04,0.0,0,5655750
Denmark,2020-03-05,0.0,0,5655750
Denmark,2020-03-06,0.0,0,5655750
Denmark,2020-03-07,-1.0,0,5655750
Denmark,2020-03-08,0.0,0,5655750
Denmark,2020-03-09,1.0,0,5655750
Denmark,2020-03-10,2.0,0,5655750
Denmark,2020-03-11,2.0,0,5655750
Denmark,2020-03-12,12.0,0,5655750
Denmark,2020-03-13,16.0,0,5655750
Denmark,2020-03-14,8.0,1,5655750
Denmark,2020-03-15,8.0,2,5655750
Denmark,2020-03-16,17.0,3,5655750
Denmark,2020-03-17,18.0,4,5655750
Denmark,2020-03-18,20.0,4,5655750
Denmark,2020-03-19,19.0,6,5655750
Denmark,2020-03-20,21.0,9,5655750
Denmark,2020-03-21,11.0,13,5655750
Denmark,2020-03-22,9.0,13,5655750
Denmark,2020-03-23,19.0,24,5655750
Denmark,2020-03-24,19.0,32,5655750
Denmark,2020-03-25,19.0,34,5655750
Denmark,2020-03-26,19.0,41,5655750
Denmark,2020-03-27,19.0,52,5655750
Denmark,2020-03-28,10.0,65,5655750
Denmark,2020-03-29,9.0,72,5655750
Denmark,2020-03-30,18.0,77,5655750
Denmark,2020-03-31,17.0,90,5655750
Denmark,2020-04-01,19.0,104,5655750
Denmark,2020-04-02,20.0,123,5655750
Denmark,2020-04-03,19.0,139,5655750
Denmark,2020-04-04,10.0,161,5655750
Denmark,2020-04-05,7.0,179,5655750
Denmark,2020-04-06,16.0,187,5655750
Denmark,2020-04-07,16.0,203,5655750
Denmark,2020-04-08,15.0,218,5655750
Denmark,2020-04-09,22.0,237,5655750
Denmark,2020-04-10,24.0,247,5655750
Denmark,2020-04-11,8.0,260,5655750
Denmark,2020-04-12,6.0,273,5655750
Denmark,2020-04-13,24.0,285,5655750
Denmark,2020-04-14,16.0,299,5655750
Denmark,2020-04-15,17.0,309,5655750
Denmark,2020-04-16,16.0,321,5655750
Denmark,2020-04-17,15.0,336,5655750
Denmark,2020-04-18,7.0,346,5655750
Denmark,2020-04-19,5.0,355,5655750
Denmark,2020-04-20,13.0,364,5655750
Denmark,2020-04-21,13.0,370,5655750
Denmark,2020-04-22,12.0,384,5655750
Denmark,2020-04-23,12.0,394,5655750
Denmark,2020-04-24,13.0,403,5655750
Denmark,2020-04-25,6.0,418,5655750
Denmark,2020-04-26,5.0,422,5655750
Denmark,2020-04-27,13.0,427,5655750
Denmark,2020-04-28,11.0,434,5655750
Denmark,2020-04-29,14.0,443,5655750
Denmark,2020-04-30,14.0,452,5655750
Denmark,2020-05-01,16.0,460,5655750
Denmark,2020-05-02,7.0,475,5655750
Dominican Republic,2020-02-15,1.0,0,10378267
Dominican Republic,2020-02-16,3.0,0,10378267
Dominican Republic,2020-02-17,1.0,0,10378267
Dominican Republic,2020-02-18,-1.0,0,10378267
Dominican Republic,2020-02-19,1.0,0,10378267
Dominican Republic,2020-02-20,1.0,0,10378267
Dominican Republic,2020-02-21,0.0,0,10378267
Dominican Republic,2020-02-22,0.0,0,10378267
Dominican Republic,2020-02-23,1.0,0,10378267
Dominican Republic,2020-02-24,0.0,0,10378267
Dominican Republic,2020-02-25,0.0,0,10378267
Dominican Republic,2020-02-26,0.0,0,10378267
Dominican Republic,2020-02-27,14.0,0,10378267
Dominican Republic,2020-02-28,1.0,0,10378267
Dominican Republic,2020-02-29,-1.0,0,10378267
Dominican Republic,2020-03-01,1.0,0,10378267
Dominican Republic,2020-03-02,1.0,0,10378267
Dominican Republic,2020-03-03,0.0,0,10378267
Dominican Republic,2020-03-04,0.0,0,10378267
Dominican Republic,2020-03-05,0.0,0,10378267
Dominican Republic,2020-03-06,0.0,0,10378267
Dominican Republic,2020-03-07,0.0,0,10378267
Dominican Republic,2020-03-08,2.0,0,10378267
Dominican Republic,2020-03-09,2.0,0,10378267
Dominican Republic,2020-03-10,0.0,0,10378267
Dominican Republic,2020-03-11,1.0,0,10378267
Dominican Republic,2020-03-12,1.0,0,10378267
Dominican Republic,2020-03-13,3.0,0,10378267
Dominican Republic,2020-03-14,2.0,0,10378267
Dominican Republic,2020-03-15,1.0,0,10378267
Dominican Republic,2020-03-16,4.0,0,10378267
Dominican Republic,2020-03-17,6.0,1,10378267
Dominican Republic,2020-03-18,10.0,1,10378267
Dominican Republic,2020-03-19,20.0,2,10378267
Dominican Republic,2020-03-20,27.0,2,10378267
Dominican Republic,2020-03-21,25.0,2,10378267
Dominican Republic,2020-03-22,21.0,3,10378267
Dominican Republic,2020-03-23,30.0,3,10378267
Dominican Republic,2020-03-24,30.0,6,10378267
Dominican Republic,2020-03-25,32.0,10,10378267
Dominican Republic,2020-03-26,33.0,10,10378267
Dominican Republic,2020-03-27,35.0,20,10378267
Dominican Republic,2020-03-28,28.0,28,10378267
Dominican Republic,2020-03-29,23.0,39,10378267
Dominican Republic,2020-03-30,31.0,42,10378267
Dominican Republic,2020-03-31,31.0,51,10378267
Dominican Republic,2020-04-01,33.0,57,10378267
Dominican Republic,2020-04-02,33.0,60,10378267
Dominican Republic,2020-04-03,34.0,68,10378267
Dominican Republic,2020-04-04,27.0,68,10378267
Dominican Republic,2020-04-05,22.0,82,10378267
Dominican Republic,2020-04-06,31.0,86,10378267
Dominican Republic,2020-04-07,30.0,98,10378267
Dominican Republic,2020-04-08,31.0,108,10378267
Dominican Republic,2020-04-09,32.0,118,10378267
Dominican Republic,2020-04-10,38.0,126,10378267
Dominican Republic,2020-04-11,28.0,135,10378267
Dominican Republic,2020-04-12,22.0,173,10378267
Dominican Republic,2020-04-13,31.0,177,10378267
Dominican Republic,2020-04-14,30.0,183,10378267
Dominican Republic,2020-04-15,31.0,189,10378267
Dominican Republic,2020-04-16,32.0,196,10378267
Dominican Republic,2020-04-17,32.0,200,10378267
Dominican Republic,2020-04-18,25.0,217,10378267
Dominican Republic,2020-04-19,21.0,226,10378267
Dominican Republic,2020-04-20,29.0,235,10378267
Dominican Republic,2020-04-21,31.0,245,10378267
Dominican Republic,2020-04-22,30.0,260,10378267
Dominican Republic,2020-04-23,31.0,265,10378267
Dominican Republic,2020-04-24,31.0,267,10378267
Dominican Republic,2020-04-25,25.0,273,10378267
Dominican Republic,2020-04-26,20.0,278,10378267
Dominican Republic,2020-04-27,30.0,282,10378267
Dominican Republic,2020-04-28,26.0,286,10378267
Dominican Republic,2020-04-29,29.0,293,10378267
Dominican Republic,2020-04-30,30.0,301,10378267
Dominican Republic,2020-05-01,30.0,313,10378267
Dominican Republic,2020-05-02,23.0,326,10378267
Ecuador,2020-02-15,0.0,0,15888900
Ecuador,2020-02-16,0.0,0,15888900
Ecuador,2020-02-17,1.0,0,15888900
Ecuador,2020-02-18,1.0,0,15888900
Ecuador,2020-02-19,1.0,0,15888900
Ecuador,2020-02-20,1.0,0,15888900
Ecuador,2020-02-21,2.0,0,15888900
Ecuador,2020-02-22,0.0,0,15888900
Ecuador,2020-02-23,-4.0,0,15888900
Ecuador,2020-02-24,11.0,0,15888900
Ecuador,2020-02-25,11.0,0,15888900
Ecuador,2020-02-26,1.0,0,15888900
Ecuador,2020-02-27,2.0,0,15888900
Ecuador,2020-02-28,3.0,0,15888900
Ecuador,2020-02-29,2.0,0,15888900
Ecuador,2020-03-01,2.0,0,15888900
Ecuador,2020-03-02,2.0,0,15888900
Ecuador,2020-03-03,2.0,0,15888900
Ecuador,2020-03-04,2.0,0,15888900
Ecuador,2020-03-05,2.0,0,15888900
Ecuador,2020-03-06,3.0,0,15888900
Ecuador,2020-03-07,2.0,0,15888900
Ecuador,2020-03-08,0.0,0,15888900
Ecuador,2020-03-09,3.0,0,15888900
Ecuador,2020-03-10,2.0,0,15888900
Ecuador,2020-03-11,2.0,0,15888900
Ecuador,2020-03-12,3.0,0,15888900
Ecuador,2020-03-13,7.0,0,15888900
Ecuador,2020-03-14,6.0,2,15888900
Ecuador,2020-03-15,7.0,2,15888900
Ecuador,2020-03-16,10.0,2,15888900
Ecuador,2020-03-17,26.0,2,15888900
Ecuador,2020-03-18,34.0,2,15888900
Ecuador,2020-03-19,36.0,3,15888900
Ecuador,2020-03-20,41.0,5,15888900
Ecuador,2020-03-21,32.0,7,15888900
Ecuador,2020-03-22,25.0,14,15888900
Ecuador,2020-03-23,38.0,18,15888900
Ecuador,2020-03-24,37.0,27,15888900
Ecuador,2020-03-25,39.0,28,15888900
Ecuador,2020-03-26,40.0,34,15888900
Ecuador,2020-03-27,44.0,36,15888900
Ecuador,2020-03-28,34.0,48,15888900
Ecuador,2020-03-29,26.0,58,15888900
Ecuador,2020-03-30,38.0,60,15888900
Ecuador,2020-03-31,37.0,75,15888900
Ecuador,2020-04-01,37.0,93,15888900
Ecuador,2020-04-02,39.0,120,15888900
Ecuador,2020-04-03,43.0,145,15888900
Ecuador,2020-04-04,33.0,172,15888900
Ecuador,2020-04-05,25.0,180,15888900
Ecuador,2020-04-06,38.0,191,15888900
Ecuador,2020-04-07,37.0,191,15888900
Ecuador,2020-04-08,37.0,242,15888900
Ecuador,2020-04-09,37.0,272,15888900
Ecuador,2020-04-10,43.0,297,15888900
Ecuador,2020-04-11,37.0,315,15888900
Ecuador,2020-04-12,28.0,333,15888900
Ecuador,2020-04-13,36.0,355,15888900
Ecuador,2020-04-14,36.0,369,15888900
Ecuador,2020-04-15,36.0,388,15888900
Ecuador,2020-04-16,37.0,403,15888900
Ecuador,2020-04-17,41.0,421,15888900
Ecuador,2020-04-18,34.0,456,15888900
Ecuador,2020-04-19,26.0,474,15888900
Ecuador,2020-04-20,34.0,507,15888900
Ecuador,2020-04-21,35.0,520,15888900
Ecuador,2020-04-22,34.0,537,15888900
Ecuador,2020-04-23,35.0,560,15888900
Ecuador,2020-04-24,39.0,576,15888900
Ecuador,2020-04-25,34.0,576,15888900
Ecuador,2020-04-26,26.0,576,15888900
Ecuador,2020-04-27,35.0,663,15888900
Ecuador,2020-04-28,31.0,871,15888900
Ecuador,2020-04-29,33.0,883,15888900
Ecuador,2020-04-30,32.0,900,15888900
Ecuador,2020-05-01,38.0,1063,15888900
Ecuador,2020-05-02,32.0,1371,15888900
Estonia,2020-02-15,0.0,0,1315819
Estonia,2020-02-16,0.0,0,1315819
Estonia,2020-02-17,1.0,0,1315819
Estonia,2020-02-18,1.0,0,1315819
Estonia,2020-02-19,0.0,0,1315819
Estonia,2020-02-20,0.0,0,1315819
Estonia,2020-02-21,1.0,0,1315819
Estonia,2020-02-22,0.0,0,1315819
Estonia,2020-02-23,-2.0,0,1315819
Estonia,2020-02-24,16.0,0,1315819
Estonia,2020-02-25,2.0,0,1315819
Estonia,2020-02-26,3.0,0,1315819
Estonia,2020-02-27,3.0,0,1315819
Estonia,2020-02-28,4.0,0,1315819
Estonia,2020-02-29,0.0,0,1315819
Estonia,2020-03-01,0.0,0,1315819
